ppe;longitude;latitude
0.310892045992964;11.553253121131;55.458856435437
0.248616667720989;11.552962590488;55.458810605235
0.264955573773255;11.552672157198;55.458764121145
0.252019041223899;11.552381723908;55.458717637055
0.250048852043814;11.552091290618;55.458671152965
0.271956350600139;11.551800928856;55.458624229293
0.28248507948167;11.551510741291;55.458576235087
0.293013808363201;11.551220553727;55.458528240882
0.278292353345552;11.550930366162;55.458480246676
0.20242713173286;11.546302416801;55.457627516845
0.176728437136803;11.546013800787;55.457570832956
0.15856832296882;11.545725184774;55.457514149066
0.157891171245517;11.548350760235;55.457916224826
0.157331769170887;11.548639040873;55.457967650996
0.149084555116067;11.548927321512;55.458019077166
0.140837341061246;11.54921560215;55.458070503337
0.159993364315026;11.549503882788;55.458121929507
0.179149387568806;11.549792163427;55.458173355677
0.156700632461859;11.550080444065;55.458224781847
0.173900358695955;11.550368724703;55.458276208018
0.267183539650319;11.550640178597;55.458432252471
0.301059037532863;11.550350259457;55.458382702497
0.42280019656935;11.550060766695;55.458330681275
0.61417491876253;11.549771273933;55.458278660054
0.61417491876253;11.549481781172;55.458226638832
0.28035539677256;11.54919228841;55.45817461761
0.28035539677256;11.548902795648;55.458122596389
0.35118200428629;11.548613302886;55.458070575167
0.472757954881178;11.548323810125;55.458018553945
0.532765698872495;11.548034317363;55.457966532724
0.436089089284491;11.547745496869;55.457910936292
0.297051064772917;11.547456880855;55.457854252402
0.32723194611917;11.547168264842;55.457797568513
0.272349212562231;11.546879648828;55.457740884624
0.221521985372496;11.546591032814;55.457684200734
0.00380105489885315;11.546052592957;55.457462649279
0.00251487019748317;11.546339469154;55.457521406615
0.00122868549611319;11.546626345352;55.457580163951
0.0013959445358072;11.54691322155;55.457638921287
0.0013959445358072;11.547200097748;55.457697678622
0.0015339500347396;11.547486973946;55.457756435958
0.0015339500347396;11.547774198958;55.457813372485
0.00261225423154112;11.548062479597;55.457864798656
0.00356582105825594;11.550657005342;55.458327634188
0.00548673797076716;11.550946242748;55.458373337804
0.00490517207116593;11.551235573376;55.458418483847
0.00432360617156469;11.551524904003;55.458463629889
0.00249063808098449;11.551814234631;55.458508775932
0.00102426360852033;11.552103565259;55.458553921974
0.00336129725039125;11.552392895887;55.458599068017
0.00628258930272989;11.552682226515;55.458644214059
0.00343046035711718;11.552971557143;55.458689360102
0.001148757200627;11.55326093274;55.458734215702
0.00123954803112217;11.553550369071;55.45877867903
0.00123954803112217;11.553839805402;55.458823142358
0.12127565737797;12.1145006;55.6396222
0.127651925551193;12.114617434;55.639441134556
0.131887545277444;12.114717707769;55.639250656172
0.138805753358513;12.114789145764;55.639047354692
0.138763456270923;12.114860583758;55.638844053213
0.136893927868565;12.114952691807;55.638650056433
0.135723540322705;12.115057521223;55.638461786224
0.120119564498986;12.11517790987;55.638283626305
0.119811787751479;12.115307358898;55.638111353766
0.137549792396099;12.115457210638;55.637956778836
0.119992789251879;12.115609465629;55.63780428852
0.140068403769403;12.115765234814;55.637655558788
0.114295142809732;12.115927677301;55.63751397024
0.117233896900112;12.116090119788;55.637372381692
0.112878521522668;12.116252562275;55.637230793144
0.120543426100517;12.116412762362;55.637086804309
0.12776722807634;12.116565059648;55.636934356234
0.128595609833253;12.116711946937;55.636777228439
0.13894087862477;12.116840813444;55.636604530431
0.124619975244093;12.116924398183;55.636405914042
0.122259981119996;12.116984480197;55.636199383131
0.131073272812522;12.117007994049;55.635988215795
0.133838698868752;12.116977155544;55.635775728113
0.19131096213406;12.116918854322;55.635568277285
0.20820986925604;12.116809040186;55.635383228781
