;distance;latitude;longitude;iri;ppe
1273;12730.0;56.221156189;8.843512667;0.5792447535;0.20306477384343
1274;12740.0;56.22119529;8.843368244;0.5092031134999999;0.21042149539752497
1275;12750.0;56.22123459;8.843221333999999;0.659738058;0.21777821695161997
1276;12760.0;56.221273596;8.843074117;0.9775994995;0.21777821695161997
1277;12770.0;56.221312195;8.842926875;0.630665816;0.21777821695161997
1278;12780.0;56.221350464;8.842780446;0.778204122;0.16247612900085
1279;12790.0;56.221388741999995;8.842634026;0.43992776899999997;0.16247612900085
1280;12800.0;56.22142658;8.842486464;0.8573394375000001;0.16247612900085
1281;12810.0;56.221464206;8.842338726;0.7393354005;0.16247612900085
1282;12820.0;56.221502083000004;8.8421909;0.8962981445;0.15950835367014998
1283;12830.0;56.221540425;8.842043262;0.771504821;0.15950835367014998
1284;12840.0;56.221578136000005;8.841896903;1.3630948699999998;0.15950835367014998
1285;12850.0;56.221614773999995;8.84174849;0.6009850515;0.27645704849083
1286;12860.0;56.221651052;8.841600032;0.7608237069999999;0.27645704849083
1287;12870.0;56.221687487;8.841451532999999;0.895337695;0.27645704849083
1288;12880.0;56.221724404;8.841303465;0.817959112;0.27645704849083
1289;12890.0;56.221761535;8.84115557;0.591238565;0.27641006122635
1290;12900.0;56.22179853;8.841008094;0.781999753;0.27641006122635
1291;12910.0;56.221835561999995;8.840860839;1.3814733215000001;0.27641006122635
1292;12920.0;56.221872559;8.84071344;1.327637734;0.40438970482137004
1293;12930.0;56.221909185;8.84056766;1.1371641065;0.40438970482137004
1294;12940.0;56.221946177;8.840420395;0.9994449015;0.40438970482137004
1295;12950.0;56.221982725;8.840271761;1.142656116;0.40438970482137004
1296;12960.0;56.222019018999994;8.840122997;1.400092387;0.21874351216931
1297;12970.0;56.222055531;8.839974802;1.1503099945;0.21874351216931
1298;12980.0;56.222092466999996;8.839827664;1.017830211;0.21874351216931
1299;12990.0;56.222129466999995;8.839680578;0.8223359964999999;0.24171931365561
1300;13000.0;56.222166406999996;8.839531881000001;1.1341361815;0.26469511514191
1301;13010.0;56.222203406999995;8.839383339;0.7944500915;0.26469511514191
1302;13020.0;56.22224003;8.839236769;0.7055606475;0.26469511514191
1303;13030.0;56.222277001;8.839089469;0.9810628335;0.23520900428120003
1304;13040.0;56.222314061999995;8.838942097;0.6545111345;0.23520900428120003
1305;13050.0;56.222351232;8.838794177999999;1.0288312524999998;0.23520900428120003
1306;13060.0;56.222388242;8.838646113;0.763905737;0.256557380343065
1307;13070.0;56.222425159;8.838497928999999;0.7586848205000001;0.27790575640493
1308;13080.0;56.22246212899999;8.838349993;0.9641988960000001;0.27790575640493
1309;13090.0;56.222499076999995;8.838201923;0.769400986;0.27790575640493
1310;13100.0;56.222535826000005;8.838054068;0.6695316745;0.25798639277229
1311;13110.0;56.222572873000004;8.837906452999999;1.025454387;0.25798639277229
1312;13120.0;56.22260991899999;8.837759901;0.6568338475;0.25798639277229
1313;13130.0;56.222647452;8.837611685;0.854174862;0.25798639277229
1314;13140.0;56.222685016999996;8.837463484;0.9672624145;0.23599164939268
1315;13150.0;56.22272245600001;8.837316578;1.0683860285;0.224994277702875
