Distance [m];Tid [s];Latitude;Longitude;IRI(1);IRI(17); HÃ¸jde [m]; Geoide hÃ¸jde [m]; DOP; Satellitter; Fixtype; GPStid; Metode; Vcar [rad]
5010.000000000; 213.002610000; 56.162317335; 8.884209750; 1.070520992; 1.271542069; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112641.000000000; 0; 0.558404267
5020.000000000; 213.406160000; 56.162394059; 8.884295660; 0.494490084; 0.821026792; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112641.000000000; 0; 0.556659997
5030.000000000; 213.809790000; 56.162470676; 8.884382650; 1.151360040; 1.325135139; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112642.000000000; 0; 0.563093364
5040.000000000; 214.213550000; 56.162547398; 8.884469395; 0.686326444; 0.939411468; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112642.000000000; 0; 0.560540378
5050.000000000; 214.617250000; 56.162624408; 8.884554522; 1.151863452; 1.602656092; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112643.000000000; 0; 0.543477178
5060.000000000; 215.016860000; 56.162700955; 8.884637238; 0.661971042; 1.032742699; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112643.000000000; 0; 0.539874554
5070.000000000; 215.420450000; 56.162778437; 8.884720244; 0.806829970; 0.994710102; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112644.000000000; 0; 0.541106999
5080.000000000; 215.823980000; 56.162855676; 8.884803283; 1.074620387; 1.213286395; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112644.000000000; 0; 0.537970781
5090.000000000; 216.227460000; 56.162933054; 8.884885905; 0.979267262; 1.185545833; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112644.000000000; 0; 0.534821272
5100.000000000; 216.630920000; 56.163010356; 8.884967867; 0.628666026; 0.898754185; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112645.000000000; 0; 0.532317102
5110.000000000; 217.034150000; 56.163087611; 8.885049302; 1.196773679; 1.539616414; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112645.000000000; 0; 0.529186964
5120.000000000; 217.437350000; 56.163165033; 8.885130288; 0.986998034; 1.224622270; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112646.000000000; 0; 0.529212713
5130.000000000; 217.840450000; 56.163242884; 8.885211784; 0.684717127; 1.217440699; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112646.000000000; 0; 0.526590466
5140.000000000; 218.243470000; 56.163320833; 8.885292976; 1.025413800; 0.791988104; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112646.000000000; 0; 0.524494529
5150.000000000; 218.646200000; 56.163399122; 8.885373448; 1.199011892; 1.370736240; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112647.000000000; 0; 0.516675770
5160.000000000; 219.044980000; 56.163476878; 8.885452638; 1.357813179; 1.513501369; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112647.000000000; 0; 0.514923871
5170.000000000; 219.448150000; 56.163555557; 8.885532290; 1.445899365; 1.535062081; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112648.000000000; 0; 0.511827588
5180.000000000; 219.851200000; 56.163634715; 8.885611833; 1.109810739; 1.567364738; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112648.000000000; 0; 0.508494914
5190.000000000; 220.253970000; 56.163714012; 8.885690932; 2.028827264; 2.750797041; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112648.000000000; 0; 0.505643547
5200.000000000; 220.657100000; 56.163792835; 8.885769797; 1.353954220; 1.849384124; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112649.000000000; 0; 0.509916782
5210.000000000; 221.060040000; 56.163871398; 8.885848437; 0.978712837; 1.319849602; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112649.000000000; 0; 0.506987989
5220.000000000; 221.462950000; 56.163950154; 8.885926690; 1.003645985; 1.369466326; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112650.000000000; 1; 0.500865996
5230.000000000; 221.865810000; 56.164029548; 8.886004504; 0.658446337; 1.227215957; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112650.000000000; 1; 0.498066127
5240.000000000; 222.268620000; 56.164109085; 8.886081844; 0.565379827; 0.791909259; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112650.000000000; 1; 0.494417101
5250.000000000; 222.667410000; 56.164187858; 8.886158302; 0.863944586; 1.020071666; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112651.000000000; 1; 0.495344549
5260.000000000; 223.070360000; 56.164267498; 8.886235298; 0.606333008; 0.877982312; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112651.000000000; 1; 0.492333561
5270.000000000; 223.473360000; 56.164347264; 8.886311618; 0.454438517; 0.554742824; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112652.000000000; 0; 0.485184729
5280.000000000; 223.876360000; 56.164427140; 8.886387028; 0.515690957; 0.785378014; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112652.000000000; 0; 0.482856005
5290.000000000; 224.279340000; 56.164507102; 8.886462143; 0.602185907; 0.710639764; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112652.000000000; 0; 0.480939984
5300.000000000; 224.682480000; 56.164586984; 8.886537593; 0.650078897; 0.768345213; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112653.000000000; 0; 0.484975904
5310.000000000; 225.085640000; 56.164666938; 8.886612879; 0.595754208; 0.586968999; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112653.000000000; 0; 0.480959952
5320.000000000; 225.488810000; 56.164747109; 8.886687321; 0.570682449; 0.655425270; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112654.000000000; 0; 0.466874063
5330.000000000; 225.891960000; 56.164827700; 8.886760079; 1.021573445; 1.121419473; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112654.000000000; 0; 0.464789182
5340.000000000; 226.291250000; 56.164907570; 8.886831802; 1.659278445; 1.732649572; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112654.000000000; 0; 0.462574869
5350.000000000; 226.694390000; 56.164988154; 8.886904038; 3.639666863; 4.977343389; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112655.000000000; 0; 0.462502956
5360.000000000; 227.097660000; 56.165068774; 8.886975960; 1.728344329; 2.943896936; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112655.000000000; 0; 0.459699541
5370.000000000; 227.500740000; 56.165149622; 8.887047523; 3.691661340; 5.165194106; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112656.000000000; 0; 0.456672758
5380.000000000; 227.904320000; 56.165230961; 8.887119110; 2.707052802; 3.258369239; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112656.000000000; 0; 0.454443097
5390.000000000; 228.308010000; 56.165312418; 8.887190261; 1.201284332; 1.340905092; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112656.000000000; 0; 0.449944139
5400.000000000; 228.711750000; 56.165393270; 8.887260987; 0.968827691; 0.882033608; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112657.000000000; 0; 0.453410327
5410.000000000; 229.114940000; 56.165473949; 8.887331479; 0.799238357; 0.858936956; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112657.000000000; 0; 0.452859223
5420.000000000; 229.518060000; 56.165554946; 8.887401725; 0.765644994; 0.953956830; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112658.000000000; 0; 0.442160010
5430.000000000; 229.921290000; 56.165636904; 8.887471177; 0.901937741; 1.165069462; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112658.000000000; 0; 0.439405948
5440.000000000; 230.320730000; 56.165718151; 8.887539520; 0.626913878; 0.809084611; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112658.000000000; 0; 0.436713725
5450.000000000; 230.724260000; 56.165800118; 8.887608019; 0.697081855; 0.586003814; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112659.000000000; 0; 0.433801711
5460.000000000; 231.127890000; 56.165882185; 8.887675898; 0.787705937; 0.982386268; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112659.000000000; 0; 0.429629505
5470.000000000; 231.531240000; 56.165964470; 8.887743066; 0.931382695; 1.062731430; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112700.000000000; 0; 0.421945661
5480.000000000; 231.934200000; 56.166047023; 8.887809611; 0.750415169; 0.748557780; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112700.000000000; 0; 0.421793669
5490.000000000; 232.336760000; 56.166129610; 8.887876022; 0.992879203; 1.304438297; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112700.000000000; 0; 0.420051783
5500.000000000; 232.739290000; 56.166211521; 8.887942591; 1.231288992; 1.129794171; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112701.000000000; 0; 0.425905645
5510.000000000; 233.141700000; 56.166293326; 8.888009041; 0.589347684; 0.805454340; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112701.000000000; 0; 0.423024774
5520.000000000; 233.543930000; 56.166375585; 8.888075437; 0.559756535; 0.765780293; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112702.000000000; 0; 0.423440307
5530.000000000; 233.942230000; 56.166457838; 8.888141542; 0.855252982; 0.984881923; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112702.000000000; 0; 0.418051988
5540.000000000; 234.344830000; 56.166541131; 8.888207474; 0.988633873; 1.027670065; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112702.000000000; 0; 0.412270218
5550.000000000; 234.747680000; 56.166623800; 8.888271224; 0.752542487; 0.843442828; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112703.000000000; 0; 0.403154790
5560.000000000; 235.150610000; 56.166706400; 8.888334317; 0.629357938; 1.330332533; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112703.000000000; 0; 0.400927544
5570.000000000; 235.553590000; 56.166789245; 8.888396865; 1.920562717; 2.946548727; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112704.000000000; 0; 0.393941194
5580.000000000; 235.956170000; 56.166872465; 8.888458777; 1.108162616; 2.094034871; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112704.000000000; 0; 0.391499579
5590.000000000; 236.359130000; 56.166955767; 8.888520334; 3.074674455; 4.267827775; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112704.000000000; 0; 0.389235735
5600.000000000; 236.762110000; 56.167039548; 8.888581899; 3.002605515; 4.531381937; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112705.000000000; 0; 0.386489242
5610.000000000; 237.165170000; 56.167123528; 8.888642935; 2.076784781; 3.058149307; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112705.000000000; 0; 0.382626444
5620.000000000; 237.564160000; 56.167206684; 8.888702769; 1.654880228; 2.498404106; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112706.000000000; 0; 0.379918814
5630.000000000; 237.967250000; 56.167290625; 8.888762655; 1.218009243; 1.767994998; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112706.000000000; 0; 0.376553804
5640.000000000; 238.370220000; 56.167374640; 8.888822208; 1.967835546; 2.830931389; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112706.000000000; 0; 0.375255167
5650.000000000; 238.773240000; 56.167459166; 8.888880991; 2.911536925; 4.032732175; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112707.000000000; 0; 0.368203998
5660.000000000; 239.176390000; 56.167543812; 8.888939433; 1.731758511; 2.802648036; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112707.000000000; 0; 0.365543991
5670.000000000; 239.579380000; 56.167628186; 8.888997697; 1.089349689; 1.811823107; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112708.000000000; 0; 0.370475024
5680.000000000; 239.982190000; 56.167712102; 8.889056130; 0.965625034; 1.291333128; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112708.000000000; 0; 0.369685709
5690.000000000; 240.384980000; 56.167796040; 8.889114455; 0.777788902; 0.887258683; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112708.000000000; 0; 0.368325382
5700.000000000; 240.787580000; 56.167880482; 8.889172543; 0.578931699; 0.753498849; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112709.000000000; 0; 0.364301741
5710.000000000; 241.190290000; 56.167965053; 8.889230178; 0.684874572; 0.984996727; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112709.000000000; 0; 0.361018896
5720.000000000; 241.589090000; 56.168048824; 8.889286437; 0.899107626; 1.220129900; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112710.000000000; 0; 0.354504019
5730.000000000; 241.992350000; 56.168133480; 8.889342354; 0.751537497; 1.037393305; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112710.000000000; 0; 0.350586236
5740.000000000; 242.395750000; 56.168218235; 8.889397786; 0.738479758; 1.040568384; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112710.000000000; 0; 0.347926676
5750.000000000; 242.799160000; 56.168303545; 8.889453946; 0.746641018; 1.154810608; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112711.000000000; 0; 0.349952281
5760.000000000; 243.202750000; 56.168388983; 8.889509641; 0.570627254; 0.937274233; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112711.000000000; 0; 0.346539944
5770.000000000; 243.606280000; 56.168474420; 8.889564359; 0.609096188; 1.087580782; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112712.000000000; 0; 0.338402867
5780.000000000; 244.009840000; 56.168559831; 8.889618188; 0.728113995; 0.633735320; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112712.000000000; 0; 0.336992443
5790.000000000; 244.413410000; 56.168645270; 8.889671838; 0.912508424; 1.104100135; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112713.000000000; 0; 0.339544564
5800.000000000; 244.816970000; 56.168729948; 8.889725351; 0.830823181; 1.077790857; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112713.000000000; 0; 0.336859286
5810.000000000; 245.216530000; 56.168813874; 8.889777845; 0.746572791; 0.868422764; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112713.000000000; 0; 0.333344489
5820.000000000; 245.620050000; 56.168899000; 8.889830460; 0.650115488; 0.721858326; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112714.000000000; 0; 0.330351412
5830.000000000; 246.023570000; 56.168984400; 8.889883018; 0.588217662; 0.807179432; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112714.000000000; 0; 0.329474986
5840.000000000; 246.427230000; 56.169069873; 8.889935286; 0.805893403; 0.917559753; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112715.000000000; 0; 0.326836318
5850.000000000; 246.830890000; 56.169155908; 8.889987415; 0.948995958; 1.316875358; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112715.000000000; 0; 0.323879659
5860.000000000; 247.234380000; 56.169242027; 8.890039073; 0.638290477; 1.017293201; 36.099998474; 42.099998474; 0.600000024; 16; 2; 112715.000000000; 0; 0.320767611
5870.000000000; 247.637900000; 56.169327725; 8.890090496; 0.781227343; 0.933732243; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112716.000000000; 0; 0.323624760
5880.000000000; 248.041380000; 56.169413102; 8.890141692; 0.940527295; 0.930613642; 36.200000763; 42.099998474; 0.600000024; 16; 2; 112716.000000000; 0; 0.320806921
5890.000000000; 248.444810000; 56.169498657; 8.890192349; 0.989017349; 1.465649426; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112717.000000000; 0; 0.309456229
5900.000000000; 248.848330000; 56.169585348; 8.890241821; 0.706630056; 0.802572690; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112717.000000000; 0; 0.305828601
5910.000000000; 249.247820000; 56.169671271; 8.890290229; 0.498929054; 0.816694887; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112717.000000000; 0; 0.302254319
5920.000000000; 249.651380000; 56.169757632; 8.890338962; 0.606526159; 1.238027842; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112718.000000000; 0; 0.305579454
5930.000000000; 250.054960000; 56.169843726; 8.890387453; 1.296471457; 1.831173664; 36.299999237; 42.099998474; 0.600000024; 16; 2; 112718.000000000; 0; 0.302161515
5940.000000000; 250.458640000; 56.169929949; 8.890435390; 2.850406807; 2.601690880; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112719.000000000; 0; 0.292889506
5950.000000000; 250.862240000; 56.170016661; 8.890482187; 1.477466293; 1.278624202; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112719.000000000; 0; 0.290446520
5960.000000000; 251.265850000; 56.170103466; 8.890528416; 1.724935178; 1.159733209; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112719.000000000; 0; 0.285951406
5970.000000000; 251.669430000; 56.170189780; 8.890574407; 1.227473464; 0.596143170; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112720.000000000; 0; 0.289513022
5980.000000000; 252.072910000; 56.170275835; 8.890620165; 1.566084591; 0.800628114; 36.400001526; 42.099998474; 0.600000024; 16; 2; 112720.000000000; 0; 0.286264628
5990.000000000; 252.476130000; 56.170362135; 8.890665497; 1.677648856; 0.926034867; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112721.000000000; 0; 0.281187683
6000.000000000; 252.875140000; 56.170448547; 8.890710161; 1.777552631; 1.084966180; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112721.000000000; 0; 0.279181838
6010.000000000; 253.278120000; 56.170535863; 8.890755060; 1.080006766; 0.970668179; 36.500000000; 42.099998474; 0.600000024; 16; 2; 112721.000000000; 0; 0.278550476
6020.000000000; 253.680800000; 56.170622657; 8.890799405; 2.228102439; 1.037836130; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112722.000000000; 0; 0.275380641
6030.000000000; 254.083740000; 56.170709254; 8.890843071; 1.966463822; 2.766236792; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112722.000000000; 0; 0.272071809
6040.000000000; 254.486410000; 56.170796008; 8.890886214; 0.854839459; 1.275396166; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112723.000000000; 0; 0.267192602
6050.000000000; 254.889190000; 56.170883194; 8.890928789; 0.716859155; 0.799150442; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112723.000000000; 0; 0.263773113
6060.000000000; 255.291770000; 56.170970457; 8.890970843; 0.633650198; 0.948086424; 36.599998474; 42.099998474; 0.600000024; 16; 2; 112723.000000000; 0; 0.260255843
6070.000000000; 255.694130000; 56.171058105; 8.891012755; 0.626419560; 0.888295476; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112724.000000000; 0; 0.259503871
6080.000000000; 256.096550000; 56.171145946; 8.891054427; 0.729894629; 1.158966151; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112724.000000000; 0; 0.256455004
6090.000000000; 256.494850000; 56.171232822; 8.891094884; 0.743929035; 0.746922945; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112725.000000000; 0; 0.250848532
6100.000000000; 256.897140000; 56.171319951; 8.891134676; 0.771869124; 0.980042746; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112725.000000000; 0; 0.247410566
6110.000000000; 257.299440000; 56.171407145; 8.891174013; 0.585689175; 0.836631225; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112725.000000000; 0; 0.244949862
6120.000000000; 257.701810000; 56.171494786; 8.891213277; 0.760289892; 1.013536230; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112726.000000000; 0; 0.243492231
6130.000000000; 258.104250000; 56.171582649; 8.891252200; 0.586219755; 0.666333353; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112726.000000000; 0; 0.240037262
6140.000000000; 258.506760000; 56.171670550; 8.891290573; 0.585581686; 0.795782138; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112727.000000000; 0; 0.236451447
6150.000000000; 258.909300000; 56.171758416; 8.891328361; 0.877738580; 1.067232090; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112727.000000000; 0; 0.233613953
6160.000000000; 259.311900000; 56.171846334; 8.891365727; 0.439131801; 0.745558027; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112727.000000000; 0; 0.231139600
6170.000000000; 259.714460000; 56.171934190; 8.891402532; 0.578247575; 0.730453826; 36.599998474; 42.099998474; 0.600000024; 15; 2; 112728.000000000; 0; 0.227328733
6180.000000000; 260.117020000; 56.172022080; 8.891438741; 0.628047947; 0.621898472; 36.599998474; 42.099998474; 0.600000024; 15; 2; 112728.000000000; 0; 0.223687157
6190.000000000; 260.515520000; 56.172109288; 8.891474354; 0.673495225; 0.855946488; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112729.000000000; 0; 0.225998178
6200.000000000; 260.918120000; 56.172197818; 8.891510752; 0.869629419; 1.023799161; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112729.000000000; 0; 0.223970801
6210.000000000; 261.320630000; 56.172286393; 8.891546800; 0.940371650; 1.044794303; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112729.000000000; 0; 0.221823946
6220.000000000; 261.722790000; 56.172374851; 8.891582083; 0.671714994; 0.966132598; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112730.000000000; 0; 0.217125043
6230.000000000; 262.124890000; 56.172463297; 8.891616958; 0.772513963; 1.001159116; 36.700000763; 42.099998474; 0.600000024; 15; 2; 112730.000000000; 0; 0.214836776
6240.000000000; 262.526790000; 56.172551554; 8.891651523; 0.934839880; 0.783587371; 36.900001526; 42.099998474; 0.600000024; 15; 2; 112731.000000000; 0; 0.216535240
6250.000000000; 262.928590000; 56.172639261; 8.891685908; 0.819436832; 1.018886331; 36.900001526; 42.099998474; 0.600000024; 15; 2; 112731.000000000; 0; 0.213353291
6260.000000000; 263.330450000; 56.172727027; 8.891719801; 0.894426936; 1.305255704; 36.900001526; 42.099998474; 0.600000024; 15; 2; 112731.000000000; 0; 0.210069969
6270.000000000; 263.732390000; 56.172815303; 8.891753066; 1.069710239; 1.434151944; 37.000000000; 42.099998474; 0.600000024; 15; 2; 112732.000000000; 0; 0.205067322
6280.000000000; 264.130360000; 56.172902858; 8.891785566; 0.892734467; 1.347578872; 37.000000000; 42.099998474; 0.600000024; 15; 2; 112732.000000000; 0; 0.202445269
6290.000000000; 264.532550000; 56.172991337; 8.891817914; 0.839893501; 0.640520473; 37.099998474; 42.099998474; 0.600000024; 15; 2; 112733.000000000; 0; 0.199237511
6300.000000000; 264.934970000; 56.173079848; 8.891849708; 0.464825460; 0.717688939; 37.099998474; 42.099998474; 0.600000024; 15; 2; 112733.000000000; 0; 0.195523396
6310.000000000; 265.337470000; 56.173168420; 8.891880901; 0.301426864; 0.495053957; 37.099998474; 42.099998474; 0.600000024; 15; 2; 112733.000000000; 0; 0.191696838
6320.000000000; 265.740270000; 56.173257039; 8.891911629; 0.368925170; 0.555570597; 37.000000000; 42.099998474; 0.600000024; 15; 2; 112734.000000000; 0; 0.189005405
6330.000000000; 266.143370000; 56.173345718; 8.891941784; 0.477253625; 0.599458129; 37.000000000; 42.099998474; 0.600000024; 15; 2; 112734.000000000; 0; 0.185399517
6340.000000000; 266.546720000; 56.173434222; 8.891971349; 0.572849008; 0.599642449; 37.000000000; 42.099998474; 0.600000024; 15; 2; 112735.000000000; 0; 0.182147235
6350.000000000; 266.950150000; 56.173522304; 8.892000394; 0.596291027; 0.675870429; 37.000000000; 42.099998474; 0.600000024; 15; 2; 112735.000000000; 0; 0.180818468
6360.000000000; 267.353700000; 56.173610416; 8.892029155; 0.942651788; 0.849265697; 37.000000000; 42.099998474; 0.600000024; 15; 2; 112735.000000000; 0; 0.178566456
6370.000000000; 267.753250000; 56.173698753; 8.892056358; 0.463406564; 0.733060808; 36.900001526; 42.099998474; 0.600000024; 16; 2; 112736.000000000; 0; 0.167126238
6380.000000000; 268.156850000; 56.173788215; 8.892083224; 0.642100265; 1.060480613; 36.900001526; 42.099998474; 0.600000024; 16; 2; 112736.000000000; 0; 0.164072916
6390.000000000; 268.560410000; 56.173877679; 8.892109560; 0.905560781; 1.065049314; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112737.000000000; 0; 0.160822615
6400.000000000; 268.963990000; 56.173967117; 8.892135332; 0.679764249; 1.411920471; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112737.000000000; 0; 0.157302350
6410.000000000; 269.367620000; 56.174056604; 8.892160541; 0.805122965; 1.071432083; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112737.000000000; 0; 0.153762892
6420.000000000; 269.771100000; 56.174146074; 8.892185621; 1.023803542; 1.474331527; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112738.000000000; 0; 0.154064626
6430.000000000; 270.174900000; 56.174235560; 8.892210479; 0.941554035; 1.332515189; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112738.000000000; 0; 0.152681172
6440.000000000; 270.578760000; 56.174325329; 8.892235157; 0.748155735; 0.996228396; 36.900001526; 42.099998474; 0.600000024; 15; 2; 112739.000000000; 0; 0.151117280
6450.000000000; 270.982600000; 56.174415504; 8.892259591; 0.504152447; 0.844393657; 36.900001526; 42.099998474; 0.600000024; 15; 2; 112739.000000000; 0; 0.148055345
6460.000000000; 271.386420000; 56.174505723; 8.892283449; 0.509641676; 0.918602656; 36.900001526; 42.099998474; 0.600000024; 15; 2; 112739.000000000; 0; 0.144532681
6470.000000000; 271.786210000; 56.174594358; 8.892306495; 0.693028059; 0.961040592; 37.000000000; 42.099998474; 0.600000024; 15; 2; 112740.000000000; 0; 0.142499223
6480.000000000; 272.190010000; 56.174683873; 8.892329312; 0.613019209; 0.635699198; 37.000000000; 42.099998474; 0.600000024; 15; 2; 112740.000000000; 0; 0.139237151
6490.000000000; 272.593720000; 56.174773668; 8.892350941; 0.839856771; 0.847250456; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112741.000000000; 0; 0.126617685
6500.000000000; 272.997410000; 56.174863790; 8.892371287; 0.505177776; 0.801191841; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112741.000000000; 0; 0.123438969
6510.000000000; 273.400920000; 56.174953950; 8.892391084; 0.468052046; 0.503693178; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112741.000000000; 0; 0.119907804
6520.000000000; 273.804330000; 56.175043357; 8.892411506; 0.539179148; 0.584942318; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112742.000000000; 0; 0.125525400
6530.000000000; 274.207600000; 56.175132766; 8.892431597; 0.678555986; 0.802917625; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112742.000000000; 0; 0.123245552
6540.000000000; 274.610810000; 56.175222459; 8.892451484; 0.576347117; 0.649675951; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112743.000000000; 0; 0.122323953
6550.000000000; 275.013870000; 56.175312456; 8.892471044; 2.391762160; 1.058076300; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112743.000000000; 0; 0.118757457
6560.000000000; 275.412750000; 56.175401582; 8.892489986; 0.590911119; 0.603732901; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112743.000000000; 0; 0.116718061
6570.000000000; 275.815560000; 56.175491507; 8.892507751; 0.558853212; 0.872719338; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112744.000000000; 0; 0.108358383
6580.000000000; 276.218210000; 56.175581457; 8.892525088; 0.511231243; 0.808424967; 37.000000000; 42.099998474; 0.600000024; 16; 2; 112744.000000000; 0; 0.105488606
6590.000000000; 276.620990000; 56.175671415; 8.892542234; 0.444504829; 0.600701595; 36.900001526; 42.099998474; 0.600000024; 16; 2; 112745.000000000; 0; 0.105839476
